Siruta,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14
1017,-0.6883449225121406,1.120848873787837,-0.9574306925970705,-1.0516955709427276,0.9450130974530452,-0.2776431689614608,0.27513551977447004,-0.8389862431510395,0.23887208720332193,-0.024432610951075986,0.5932558748503549,0.09898948037137419,0.2108505639098629,0.0
1213,0.03389493545976568,-0.8473732511788665,0.8729141387386999,0.9920470380238118,0.3866686653113129,-0.1244545879182586,0.4992608207665857,-1.082922844336629,-0.32155675956524493,-0.8495186931683324,-0.8021910998082121,-0.8936101703537168,-0.10716168251376415,0.0
1348,0.2030412435506231,0.20711034075055085,0.8775131741142533,-0.8655773060307508,-0.6929453176320074,-1.6216535071141613,1.3483137007092427,-0.06432487392325055,0.16751897985582906,0.8567833979649765,0.847018571817794,-0.06088765808013293,0.2186112923685487,0.0
1874,-0.24344696046341568,-0.012051506890248483,-1.2265537639953106,0.41026848245468894,-0.6512181209902218,1.3075385646231554,-1.255380569947369,0.7464639733899583,0.9353899084206423,0.861773222777175,0.8849999958581941,-0.6900284275418436,0.0895501466349496,0.0
1151,-0.5676251588774556,0.7450752577400038,1.1480117898328333,-0.1616166582959802,-0.610600481123149,0.9402033263570974,0.9364077155367847,0.2752794124266289,-0.11806045324680013,-0.5363780210151908,0.5136464525886938,-0.3436848746811313,-0.3365570329353525,0.0
2915,-0.09766122888806757,0.25760127026678004,-0.8339889097734875,1.218904544454933,-0.5883926951558666,-1.3516810673994053,0.11058640058140534,0.250743128970824,0.10911123158059079,-0.29403931670269084,-0.004333643174321801,0.3021963246357402,-0.08796792418017864,0.0
1455,0.3289127831222831,1.2269791571011104,-1.089589342639335,0.923679436025335,-0.5688069635732323,-0.4063194004355573,0.9511915943025274,0.929929646599368,0.5210028584355801,-1.252605881146375,-0.7427751059818656,0.30747361773956744,-0.22666678410764862,0.0
1696,-0.7863260821546053,0.8103441448874601,-0.052502974419332896,0.3856039373166607,-0.8098182334944383,-0.023346711285284642,-0.779625509636497,-0.6782347290294144,-0.6966213141296946,0.283157440622048,0.8919026476846244,-0.533467154401725,-0.14881657619154323,0.0
1794,-0.6462856078752658,-0.34014381774409397,1.65357685214006,0.5528103060680936,0.7422159788012233,-0.45287975589579377,-0.6232588404227781,-0.11355757312272899,0.08082941855312457,0.7893895997505892,0.031233179173133722,0.05394904158767905,-0.10849372392472585,0.0
8096,-1.1581575032216251,-0.8914878415955296,0.3357642546910097,-0.8205936545191449,-0.32032098731860287,0.20960048824863406,0.4090435175591836,0.3719966562560063,1.158779804205437,0.9507521612759556,-0.7834346084828223,-0.3488347855130995,0.1467298124589376,0.0
1936,0.4926404302807561,-1.0177985326144101,0.5801380546181282,-1.185202789148131,-1.5054014167098042,0.009076380147463193,-0.8341126041227003,0.6585181101045413,-1.0570445212730046,0.8157806996934206,-0.19447191518794255,-0.7899398686032121,-0.2842869657225224,0.0
9262,-0.9718394289054932,1.2057598215377852,-0.33661667931050154,0.8012261374425825,-1.0939151135362521,0.9258061071233789,0.928504829521485,0.4618134976616297,0.048077653571636646,0.6387129144582722,0.1057035839446026,0.015634395185559827,-0.309653612900293,0.0
9459,1.177175403699708,-0.2946425513165211,-0.5857442725548735,-0.8050352327837843,0.3877187672040832,-1.024489166989859,-0.4809957273547821,-0.2841067925680873,0.8331175339483977,-0.7574131666667,-0.4196486994845497,-0.5330816576515798,-0.12578339197866245,0.0
9495,1.238821562452887,0.21126293210426159,0.7001483154590631,0.5054688868527787,1.53998377293167,0.2844764177454878,0.006047280794491563,0.7872081925306463,0.37031122400634897,-0.7554020020683518,-0.5480705858164447,-0.19982052399719183,0.05563299464353187,0.0
9538,0.02090575440200299,0.132481941132356,-0.121662358936288,-0.07741747673571547,-0.40034461050541303,0.9461546690063908,-1.122747750193494,-0.30504820201428356,-0.47792814480747764,0.43883364268562236,0.23042092842871217,0.5729169706404683,-0.2740868407699243,0.0
9574,0.3794175034277169,0.2839937660170504,0.1857254293024744,-0.5914603823709442,-0.7730923645120645,0.8141690297818744,1.3200979403871902,0.6451896098211867,0.027282039841680632,-0.3350428297423371,-0.9269929065923246,-0.06490478143868483,0.2918077612526899,0.0
9627,-0.8299661619486063,-1.262253797078646,0.382586356716164,-0.3827776876630439,-0.5569858571659729,-1.4642295982901878,-0.9881945317811484,-0.641502641765523,0.163576166457851,0.9851591180686233,0.2118665107529619,0.5786401715203067,0.049535615894766225,0.0
9654,0.661452375464755,1.1906204094673951,0.6561955782903404,-1.032018672786474,-0.7867324331880031,-0.14122647340549416,-0.6381446773060679,0.09203385063128622,-0.0020914499848184043,0.08319963443647704,0.17766726870295055,-1.019822387680207,0.16799929726452265,0.0
11584,-0.12831453667379886,0.8457279802634304,1.637580028016974,-1.194364526998742,0.1814194741117837,0.8568697553782182,-0.6738561778987239,-0.7715600112465331,0.22753388526841073,-1.2231234687520554,1.4024778871113261,-1.2195439949763178,-0.4338520745396478,0.0
12091,-0.5595340194360838,-0.2178374748257073,-0.050082318397296634,0.6003547127231518,1.0324150594376136,-1.119820772307542,-0.6509544192663768,-0.8051348935988362,-1.1534926915654855,-1.0236009019646246,-0.5173088832098169,-0.15992467035801156,-0.04392007932629503,0.0
9690,-0.4130272943523106,-0.1896421877105585,-0.14664213698741305,0.6229639165089438,-0.7871033025762273,-0.8565622677160024,-0.10395143906891857,-0.494727015300213,0.05176983796830366,-0.9185997168363047,-0.936022637485018,0.6853469728629529,-0.19193168512416175,0.0
13169,0.42974334462354563,-1.0302341213059358,0.686014472660349,0.39659092918118766,0.32710861485388854,1.0767878646622064,-0.27121478749503364,1.3417025357665369,0.03709093664296806,0.7420731600910976,-0.35480353264745806,0.16653474743392985,-0.3184557259831794,0.0
13490,0.46248500984036683,1.0607354365902613,-0.39380224064225605,0.5494934751475413,1.3377559938999235,1.036420969191252,0.7275292417179643,1.075290187696251,-0.8406230301612895,-0.23936095411161876,-1.0822690558591317,-0.5695932927545775,0.40957828997519485,0.0
13622,-1.48209206856956,0.49726472527147614,-0.5634395759649137,0.5850815516186211,0.8303300932679725,-1.5542713567824327,-0.7188213983087229,-0.7347751383697149,0.2022191842671534,-0.9650819316971634,-0.08233946709154194,-0.09985313868561518,-0.09187498281761834,0.0
13301,-0.3048942978457624,1.389923956327632,-0.03176818976320762,0.9968095738284408,-0.4226426477067492,1.0952874264336914,-1.1012339397683295,-0.48549100449907107,1.0562956437830933,1.1225930092886718,0.001468528693666534,0.25567098206195327,0.33749373189898263,0.0
13668,0.6305674031952114,-0.9936075274225673,-0.08874821798445284,-1.4875343281595477,-0.3508871844737297,0.8810276477316618,0.5240003378026733,1.0045039065571217,-0.14694201709207025,-0.6385633298474797,0.40581784643432933,-0.05975870540596959,-0.31138110307592687,0.0
13757,-0.5557533441901954,0.3665213549872185,1.2649308842563634,-0.56060638690172,0.5993572264156334,-1.2355303914681268,1.2516378830195327,-0.7000885351014893,-0.04223503719333587,-0.5273565783173499,0.3971905602371854,-0.2489637353773271,0.06620151593145461,0.0
13392,1.5683793931464816,0.711755065713819,-0.6011803857000432,1.3512625042456725,-0.040446667751972504,-0.5058542062536059,-0.8999231167877056,-0.9524181572936024,0.8100991044559852,0.025063316343910156,1.1278529691350228,0.7726882568246389,0.03031620128622891,0.0
20297,1.350586680522571,-1.1136351759692869,0.6057000588224895,0.48880777837043554,0.44656416199516447,-1.1713089562742645,0.6425752752808097,0.6976022046296557,-0.6674828172998037,1.2947627940408502,-1.0458434923093196,0.5563781996128062,0.4047296699614203,0.0
20563,-0.5502215475453238,-0.9840713131419799,-0.09726576926979327,0.16512115507701863,-0.26762070499827906,0.49110244171425566,-0.5890695048963978,0.8020924085550853,0.9365714487477501,-0.14029668596456799,0.15424463527139617,-1.264916447711031,-0.2375120753961043,0.0
20876,-0.7401772279897584,0.8110531287549712,-0.6659237024426176,0.5339119341334757,-0.99535323874145,0.4755951356115185,0.1348975034894553,-0.6014460426915831,-1.017590185828366,0.17239056196008207,0.2555571789474875,-0.1236758823950457,-0.30872614234473683,0.0
20778,-0.8261994682196063,1.3251189567657085,-0.012792135413961557,0.47751426856725343,-1.0279718703763085,-0.9465545183344156,0.5697604008069463,1.259002597834039,0.08950133784554447,-0.2767404103939833,-0.47507427256122764,-0.5096010023879237,-0.14368866523263826,0.0
20821,-0.21070620094201364,-1.3791208483509085,0.035450431294719205,-0.5313584660454717,0.8950949860668512,-0.37795504899216814,-0.27711402569163784,-1.2326030585603573,1.2291661904113083,0.11418162248180536,-0.37295620700948195,0.1915867921447754,0.06942081056831337,0.0
22166,-0.6744959278081889,-0.848021306768502,1.1409329147228358,-0.5326918723924169,0.7363435107615292,0.11953246187746043,-0.8051005697617605,1.1512307543600735,0.8710339914808082,0.08941878418556609,-0.36354003237424276,0.6381747892594203,-0.04823560495943162,0.0
20910,-0.5296620039038201,-0.9457079392958414,-0.7182511309764906,0.33966683520777785,-0.2324211085884332,-0.0914592310077973,-0.050450101251322474,-1.2245206109506863,-0.28328502207000217,-0.40504053333061396,-0.7022663039889171,-0.6586443778437093,0.34167338675024644,0.0
20965,0.8514151559206753,-1.1162378278168552,0.6424275699015444,1.1398613388623584,-0.11501353864991155,-0.05289252134887657,-0.8421474340479699,-0.24228588125998685,-0.3616353271290635,-0.12881946565088243,0.6838805268037828,-0.9218209106562062,-0.1247784080796929,0.0
40198,0.5858869062047394,0.7513974944264307,-0.9428068688888669,-1.1974532541041218,0.48589993141672955,-0.3003974290201428,-0.386178515061376,-0.11018194825607983,0.9139737237613847,0.22403026966193715,0.7137252121766637,-0.026916105388418227,0.04541430867823345,0.0
40278,-0.9697145236745888,-0.07845852081198298,0.1809159343099436,-1.279910109003712,1.0578368689845972,0.17296134339087788,0.16390517704015745,0.7540058087524918,-0.7981380692140235,-0.8784749851278958,-0.8321320386353935,0.5189533657898753,0.052031222065097395,0.0
40241,0.2832701636901774,0.9838688224682374,0.341956869846106,-0.6822192570749059,-0.8071757335563849,-0.13421199435979003,-0.12586742510366317,-0.3275555108104028,0.544302355119462,-0.05526943967932977,1.0373687157214642,0.4017155676658408,-0.17311071907236517,0.0
40438,0.6119050246130402,-0.51438141368745,0.1581737021940833,-0.08446562453951745,0.7648312980210683,0.16144060449327483,1.0841250462226273,-1.292747181318119,-0.5682474434953453,-0.953933300109016,0.6066913670057518,0.6013716646840377,-0.07346432715701358,0.0
40394,0.3141920264176335,-1.3562665698939245,0.08653210706981243,0.89743046335006,-0.7060180921765954,1.069793899517682,0.04289844659844719,-0.44931301366904774,1.2480007195051912,0.8820076515293704,-0.17030077470795582,0.7699944784103878,0.4443628961348028,0.0
40367,0.2656513111444077,0.21088238583757157,-0.8206396771031573,0.06878187736477631,0.8187537653730393,0.9196612360109298,-1.490098551316905,-0.3212714193251842,-1.2168184082149263,0.4810269207838866,0.698320350197247,0.19690560732280044,0.207960394489615,0.0
40303,0.8959124034893816,-0.08840212149830023,-1.1647548007984576,0.06040228000239144,0.4668095846176281,-0.4526632616969916,-0.7151638901129379,-0.26392545876502055,-1.108340809082112,0.6724566579482,-0.4274247836833578,0.3140590387096121,0.14069457935327864,0.0
40465,-1.1641349636171148,-0.38743251520982863,0.4558538592149986,-1.4299249987235803,0.5768616778334399,0.11189718240935193,-0.04098675155792983,0.5707302623741358,-1.3818660309460353,0.8886877836778421,-0.3205982422983979,0.872864431793577,-0.11006415144314433,0.0
42682,-0.7930792007891505,-0.013237732703131964,0.27510449748886684,0.491508772754155,0.5604977901299896,0.8822299190252807,0.3991470172412776,0.68152640975981,-0.34136006360896365,0.21238666924903724,0.6059282855180267,0.3641658188916967,-0.19170602787151136,0.0
42753,0.22042011139157838,0.15425223103087468,-1.019369476868152,0.4109274870280611,0.3270898595403088,0.7424351593756225,0.8521527735007455,-0.3724730869204927,-0.6847288654198369,-0.301241316025945,-0.33874512627952613,0.8689495349085762,0.22554380819519107,0.0
43331,-0.23099423639614075,-1.5896131371115065,-1.0572886600349443,-0.7241483057880969,0.2446296507470639,-0.2352799854961657,1.006407930803733,-0.673489255847042,1.6053017506747815,-0.5489472370592379,0.5208707885173791,0.19912144305917837,0.4702662015440798,0.0
43411,-0.6807679977746318,0.35467190617857725,-1.4725890511851962,0.03466909370979566,-0.8345268837939102,-0.3265965381097313,-0.4972078957274268,0.8363565946709862,0.26473356613529253,1.098107702271658,0.7265067430373453,0.3373533098196603,0.18965977911165646,0.0
44818,1.292314532630429,-0.956478554094986,-1.182001802694419,-0.2436100053694104,-1.1922839520287687,-0.15097768905383957,-0.5804897966923653,0.03567250853242599,0.3219016059244605,-0.20175083555072484,-0.039416921069451966,-0.03860485534935019,-0.09982296979635957,0.0
44845,-0.5369712711716715,-0.9151873601919158,0.9348163071265738,-1.0833841083661522,-0.7188667555431252,-0.11475425683488652,1.2227389012080296,-0.029183349000601558,-0.858829361999921,0.20991467335201347,1.0908488686846958,0.8156949452997082,-0.11095644000185216,0.0
47916,-1.3365454416469371,-0.6653961577775286,-1.1790394777912334,0.5687000144927452,-0.2418127193087568,-0.22583480048978516,0.20183154399118441,1.3287692142776124,-1.150315598320785,-0.8695505847879035,-0.9950565259757396,-0.3619820797223263,-0.1049227586156094,0.0
48325,-1.3753205242178974,0.3517759955944548,-0.329932225689895,0.7205670231284925,-0.6435799901735008,-0.16900038101627474,-1.186097242389023,-0.5298447630183964,-0.37469474330407715,0.10327749075819148,0.07482020127418341,-0.48400959365173585,-0.06756256122279633,0.0
48744,-0.4585684130957108,0.21234968360583334,1.0312537879118018,0.3615987306528775,-1.648712628071465,-0.07730908094762243,0.027913689327783528,-0.7441092961715912,-1.291555493118316,0.1360464711871851,-0.6306619252736301,-0.32883458813555166,-0.43355844854390674,0.0
50790,-0.3439785416794766,-1.4205767342783024,-1.0449110002978923,0.1266654538167315,0.13101639677399335,0.6681999879762861,-0.631315764169267,-1.1633258610570576,-0.764772085019794,-0.21436551113528546,-0.5393636856340542,-0.5445498324398094,0.23168277512224456,0.0
51010,-1.2421644330665376,0.20479706846953755,-0.9793951530990855,-0.5391110351735732,0.8787587072565309,0.6450914308063028,-0.21581737525680966,1.2959746437407467,1.0112823027472562,-0.9144384633444964,0.9192318065105352,0.23877915737838365,-0.10402017155062955,0.0
50889,1.154022277229312,0.4839213437109767,0.21666229554445696,1.2746490306538594,0.9132573805220413,0.9323373029799733,0.7497968793674106,-0.5199767573148336,-0.44724046069124623,-0.8145732658383918,-0.07586363602266077,-0.3872499641951583,0.2940297265215668,0.0
50923,1.1829411650065635,0.6842160283079891,-0.5860286332169115,-1.116690903793442,-1.0214400843354081,0.7224536007112463,0.8954290392923652,-0.023284732738847125,-0.5197399701481735,0.25283784749905597,0.37985852590733654,0.010264437985073415,0.006608903423552899,0.0
50969,0.028921853133379003,-0.3254647237214588,-0.781112566367438,-0.39476460141125536,-0.41020473239023786,0.4813145722635598,-0.8658976939894069,-0.15095869808326717,-0.9310933793968648,-1.3908070631055338,-0.38017313095584815,0.4998511458484903,-0.6951669424549383,0.0
51056,1.5071870136363477,0.8239139665981072,0.5716980976080694,0.9920377257885326,1.2283281455101327,-1.4251152397413989,-0.8616339037330336,-0.20124197688169276,0.2761101088002011,-0.6675485908062763,-0.4125353534492748,-0.8069139243342138,0.2211321335914139,0.0
92569,1.5424978432621794,0.3176418958899836,-0.3184213589894641,1.1795369878578965,-0.8116331266680574,-0.5676587230350046,0.08999676493912527,0.7514421550530588,0.7043762904288878,0.6766756403839485,-0.5579567045713627,0.40718864718438014,0.027399336521088044,0.0
100610,-0.9759613790329993,-1.021151756764057,-0.2098925789394928,0.2961062199077388,-0.7953809579867621,0.546059186716969,0.7627756639917227,0.6042068614252484,0.9490898416660188,0.09358924572095217,-0.3012992984034458,0.2566374284344661,-0.20749987831961242,0.0
101458,0.7646876415853032,0.014739859286280943,-1.205748632578201,0.746005479346203,-0.6366629087217156,0.25690894217373267,1.3060745152325,-1.1143983490349243,0.7810436211846944,-0.11415579088889187,-0.7412934726314272,-0.6462622340299605,0.4291864264265045,0.0
54975,-0.7715024915135311,1.1689218175401304,0.708566702155487,-0.4677206294692764,0.7183499961573702,-1.0297027048054248,-0.7195577979337701,0.7415436398098432,0.7979546650535211,0.5823051826194394,-0.16750049184691718,0.9536668374675419,-0.12958595477758852,0.0
55259,1.0321927364440877,-0.7671798344680453,-1.238854215674777,-1.0861454231849326,1.2685203465258224,0.7010778513077517,-0.45122257532110976,-0.008337126269663495,0.05836785007806007,-0.019128941919823252,0.7603472490119964,0.30905198608896955,0.2711856530913917,0.0
55008,0.5177445529431532,-0.69520505955029,0.27933037967283025,0.8874294348823001,1.310085693690427,0.2557924606565757,-0.0743076930916291,-0.4452231932968892,0.3905224454831927,0.36821300427343906,-0.7499778904980646,0.10833048355983994,0.14648280754496312,0.0
55357,1.3067730230598635,-1.2402366071973605,-0.47794863901419193,-1.0041051806251724,1.068476880792237,-0.3569072340269726,0.4730845793501825,0.9644583384482978,-0.2114434194163264,-0.4930096962531051,0.34046845632780376,0.23367358027084628,-0.013743055562712896,0.0
55384,-1.2879733311491268,0.2751813361360498,1.2503712954732225,0.9014498083797083,0.7274288056767608,-0.5257539554135446,-0.4146293477337756,0.21137772256139295,-0.5370742887946045,0.24938350060184009,-0.3315548481018878,-0.2073397560975046,0.16230785996828093,0.0
55446,-0.08151496730726819,1.0013900346099356,-1.0861463793313395,0.11868499145661432,-0.6852673095822228,-0.47047026475172454,0.5849567411970595,0.871489325421161,1.2921540791219128,0.033627685449386234,0.4487928952416067,-0.342632779686614,0.30231072926754693,0.0
60419,1.3728709586537302,1.2563501917608493,0.4019446598735223,0.44031360814521375,0.8827959072704079,0.6239028564319512,0.5957964059627663,0.27190858685072783,-0.2587936350531445,-0.27463210079792094,0.19019710961823258,1.053601379396265,-0.014343030260174089,0.0
60482,0.24685841561316024,-1.500707960581667,1.3436277256774445,1.3483326007755017,-0.4059631347032557,-0.31438961973155544,1.0253947731114363,1.0404286239624878,0.04759489775066587,0.7563417867815418,-0.20063662063566667,1.161453701145414,-0.29865388920043967,0.0
60847,0.010932904554075943,0.3343996388573594,0.6960783154859258,-0.11299547537685663,0.06992215562747905,-0.22541918635723165,-0.026819901705376535,0.6254513267425255,0.7507713455540213,0.6610231019118576,-1.0515944228468914,0.09089950624188453,0.34739591960908645,0.0
61069,0.2726295130948731,-0.18591724064802825,0.7925688955817304,-0.6150741333310658,-0.3149872226541981,-0.9780490909879433,-1.0813243091317866,0.019392350572117894,-0.328933927682798,0.7497641057019725,1.1603714029221743,-0.19392183444147776,-0.3742581066147043,0.0
62360,-1.1113719344427957,0.22623690178753114,-0.4472368571376484,1.441172341001938,1.2707440981766032,0.45361906251709627,-0.8467713635333824,-0.1805897433311208,-0.24130428915209537,-0.029001540905359675,1.0689880275974295,-0.07323824212030967,0.09159315769841637,0.0
60776,0.22602853939407608,-0.0786846616978858,1.0651872519883858,-0.34973383499199767,-0.22661473444482583,-0.8480033400130425,1.364840791339453,-0.480943541410714,0.786553433845788,0.8520212822762222,-0.6707340326225861,-0.7406976760935923,0.3271049119259112,0.0
60455,0.8039808136154366,1.226930592391367,0.18060001479681165,-0.2385833538033408,0.12688150324522685,-0.8701878561881191,0.4739283570587062,0.11409076713404087,-0.815459192670553,0.5593307121882211,0.2984014716745718,0.6065729781468151,-0.0021001318125956773,0.0
60801,0.9288259273206767,1.1168445761092254,0.9815356971130493,-0.19687042851413794,-0.43646528551608055,1.0899919308029393,-0.27221098622326345,-0.950882988018159,0.053668010151298566,0.32675655259194397,0.3867955655122652,0.5072790869534456,0.20075309101574454,0.0
62397,-1.0257110886679857,-0.3277498407988708,-0.22328526077741978,-0.7873317779127535,0.6775815973841851,0.20975396017400363,1.3319996705106418,-0.21919703116141528,-1.065468188978674,-0.4316132168999751,-0.2858688822578032,0.016987465519994017,-0.22017219759895895,0.0
60507,0.5560230215307498,0.9438656678349542,1.185951516795802,-1.2236570644183427,-0.7132189657762292,0.5245857322929867,0.08012906368474075,-0.8017651130455011,0.21590084807077242,-0.23915069749699244,-0.43766421991412113,-0.9238390744389265,-0.1021041496336309,0.0
60687,-0.4031039272010347,0.11286756581360952,-0.20295210226039764,-1.2665676498561065,-0.11449736758519974,0.957658432589718,-0.18041782823082753,-0.6414721703508784,-0.09594743293351718,-0.6308279424844654,0.06795728848718183,-0.49019678123874366,0.06540928151528881,0.0
